feature_1,feature_2,label
2.6962161816104895,0.4882328664057731,0
0.6377592102009617,-0.9141722342460896,0
1.419400022234339,-1.0437922569600913,0
-0.06630808133452071,-2.1423257825731,0
2.199099572944115,0.4696569924568168,0
0.14714489371021244,-1.4160686637084643,0
1.3764865502796109,-1.0216190599665724,0
0.8011870182290632,-0.8729739114779007,0
-0.2356878546771226,-2.235168651719478,0
0.13550783188473925,-0.7828831336432294,0
2.137121099154796,-0.21580519768657916,0
0.5094886304911337,-1.0253032937784892,0
-0.6653113597230391,-2.3502780001437173,0
-2.0582285681117742,-3.6519500544962473,0
2.6006131843018707,0.3731932498506709,0
0.7475471264521663,-1.3718810592749069,0
2.4250123692236323,0.006374873285156957,0
2.5395342871294515,-0.15105466916358512,0
1.8961469986294333,-0.5661385072123185,0
0.7847064985789658,-1.3143798981550003,0
2.3118355194496694,-0.16997090251773814,0
0.9727961713439556,-0.4869383321037741,0
1.0969446741758826,-0.5665679262718032,0
1.2498067806755837,-1.1533904168928917,0
0.21228071932876968,-1.4958357859336764,0
0.6532741779009484,-0.3091476138968099,0
0.688220299715036,-0.9918364485374648,0
1.4544211697200184,-0.7732275693378345,0
-0.0851359833362717,-1.9610411819898683,0
0.1889350696419969,-1.8420967035668532,0
-0.17672397447643196,-1.7728281234344931,0
-0.17010308474903169,-1.26350312785678,0
1.3973873218306685,-0.7708261834420633,0
0.9625266437997576,-1.1372452079079007,0
1.819667973267,-0.5418207375050086,0
2.2611104224733505,-0.8626454211293695,0
-0.38694489333818827,-1.6525157299711752,0
1.1000958376012595,-0.4104216243016357,0
1.3388855973822196,-0.5225634050970958,0
-0.0017487763806181,-1.6177417536834255,0
0.5075755919236363,-1.5744626264109431,0
-0.5825401327083404,-2.4217066317097355,0
1.4379974725105606,-0.8436059027743086,0
2.4993763117316345,0.4733150528812744,0
1.6592286310765954,-0.6718135955104536,0
0.7458369661685182,-1.6949511020469168,0
0.965611201710527,-1.13380134043911,0
1.9995727562323584,0.06976904764576641,0
1.1091862916921724,-1.6149395674216378,0
1.151025758863918,-1.0205704770600588,0
1.5045709424736964,-0.3653706006936602,0
-2.7795866650848837,0.5256280311953885,0
0.27258374963094123,-2.2548959666988018,0
1.2654175768684743,-0.7078057686442769,0
1.2937480446231129,-0.5598328597263293,0
1.9634497493239382,0.26331917360670576,0
1.2936080427776016,-0.5218822154131395,0
1.2893701204081844,-0.9762111911296631,0
0.7636689344755133,-0.8679996046971272,0
-0.3152465381227332,-2.1244212076546334,0
1.8765338495527928,-0.7995389938358315,0
1.6516148637713068,-0.28562237922669564,0
1.7035283744528456,-0.5525436231808802,0
-1.2210040294581808,1.5865618609386538,0
1.5339338403447556,-0.8976619369906971,0
3.4343824212918914,0.9796487943106222,0
1.253347642233793,-0.905239587102842,0
0.9028110675398596,-1.1521015928257443,0
0.06846532309580677,-2.0123696862982383,0
1.9718573122039216,-0.6092066017421853,0
-0.5851697560085403,-2.3672337572696334,0
1.1894319173258308,-1.6265409074848745,0
-0.07594359503329473,-2.7967108504224867,0
0.4974029032407001,-1.3853566353049271,0
0.9257588126096667,-1.4619867312475097,0
1.82022770288548,-0.4091989686371032,0
1.9172043248572388,-0.2030291701893797,0
-1.3161194386060575,-2.764341707051959,0
2.5854378252636763,-0.15891337664710015,0
1.7672244497816134,-0.4867143952276644,0
0.9848901769467844,-0.6156227363190017,0
1.5760182999485548,-0.5508421087966362,0
0.9198075982868172,-0.8771978246535496,0
1.267167978034559,-1.1149815742558509,0
0.3261477076528907,-2.141308329990645,0
-0.024791534052721054,2.79045767096982,0
-0.1779567647973197,-1.8829301931033051,0
-4.024881575533313,1.8609065914226344,0
2.675386491381893,-0.8214556030855155,0
2.679192319359301,0.4073976407297355,0
1.4740932021664943,-1.323978120017702,0
0.9008547125170472,-1.0264922138602226,0
1.5958775865508148,-1.0048644251926444,0
-1.3937170090936457,-2.9423715717627537,0
0.8127949855344938,-0.7204831395244709,0
1.7172122396098657,-0.20708792656367406,0
2.087767275657729,-0.21957291016262348,0
1.1604484302493854,-0.9630918486784844,0
1.7183555113511282,-0.20979054293010316,0
1.2514165851532768,-0.8464881622845836,0
2.2813744497358655,-0.06605095624680701,0
1.2729613196318403,-0.8061083971491095,0
0.36417641265318346,-0.9420876552065842,0
-0.32450772703581543,0.7831319487224058,0
0.7418163611920107,-1.379938253951535,0
2.0135362197285627,-0.516026071179664,0
1.79709525433866,-0.9359120494360098,0
0.6461011402161034,-1.5066782020388905,0
1.6164401874864305,-0.7491919569600187,0
-1.794775530271198,1.9722830174274215,0
0.2672871118875643,-1.9731733640648828,0
1.526916823907749,-0.6702012199334606,0
0.7024345601089111,-1.6992132535633069,0
0.4104113352306902,-1.6972987088735487,0
0.4503270682963416,-1.5281611901802954,0
0.2509953388548929,-1.9423497365922389,0
0.13062881674773066,-1.9570997174266287,0
1.2902444479464386,-0.8723949645647273,0
1.864772146719744,0.08744752589884386,0
